row_id,value_date,post_date,details,ref_no_cheque_no,debit,credit,balance,bank_date,bank_amount,bank_debit,narration,bank_reference,transaction_type,is_credit,source,source_confidence,source_reason
90,2026-09-22,2026-09-22,WDL TFR/NEFT/DR/KIRAN SUPPLIERS,INDB18288499,32220.0,0.0,5234821.98,2026-09-22,0.0,32220.0,WDL TFR/NEFT/DR/KIRAN SUPPLIERS,INDB18288499,NEFT,False,UNKNOWN,100.0,Debit transactions are not classified for incoming reconciliation.
91,2026-09-23,2026-09-23,ATM WDL/ARUN TRADERS/ATM13,HDFC19432708,837.9,0.0,5233984.08,2026-09-23,0.0,837.9,ATM WDL/ARUN TRADERS/ATM13,HDFC19432708,UNKNOWN,False,UNKNOWN,100.0,Debit transactions are not classified for incoming reconciliation.
92,2026-09-25,2026-09-25,ATM WDL/MEERA CONSULTING/ATM15,SBIN98582356,15336.0,0.0,5218648.08,2026-09-25,0.0,15336.0,ATM WDL/MEERA CONSULTING/ATM15,SBIN98582356,UNKNOWN,False,UNKNOWN,100.0,Debit transactions are not classified for incoming reconciliation.
93,2026-09-28,2026-09-28,DEP TFR/NEFT/CR/GREENFIELD FOODS,HDFC63289212,0.0,2104.8,5220752.88,2026-09-28,2104.8,0.0,DEP TFR/NEFT/CR/GREENFIELD FOODS,HDFC63289212,NEFT,True,UNKNOWN,30.0,Generic payment narration with insufficient source evidence.
94,2026-09-30,2026-09-30,BANK CHG/MEERA CONSULTING,SBIN81061003,3526.4,0.0,5217226.48,2026-09-30,0.0,3526.4,BANK CHG/MEERA CONSULTING,SBIN81061003,UNKNOWN,False,UNKNOWN,100.0,Debit transactions are not classified for incoming reconciliation.
95,2026-10-01,2026-10-02,CASH DEP/DELTA MEDIA HOUSE/BRANCH,YESB98350358,0.0,1243.75,5218470.23,2026-10-01,1243.75,0.0,CASH DEP/DELTA MEDIA HOUSE/BRANCH,YESB98350358,UNKNOWN,True,UNKNOWN,30.0,Generic payment narration with insufficient source evidence.
96,2026-10-03,2026-10-03,WDL TFR/UPI/DR/729183640519/NOVA,INDB43148912,10332.0,0.0,5208138.23,2026-10-03,0.0,10332.0,WDL TFR/UPI/DR/729183640519/NOVA,INDB43148912,UPI,False,UNKNOWN,100.0,Debit transactions are not classified for incoming reconciliation.
97,2026-10-08,2026-10-08,WDL TFR/UPI/DR/619283740520/DELTA,INDB53576537,45402.0,0.0,5162736.23,2026-10-08,0.0,45402.0,WDL TFR/UPI/DR/619283740520/DELTA,INDB53576537,UPI,False,UNKNOWN,100.0,Debit transactions are not classified for incoming reconciliation.
98,2026-10-09,2026-10-09,BANK CHG/DELTA MEDIA HOUSE,YESB42439301,51535.0,0.0,5111201.23,2026-10-09,0.0,51535.0,BANK CHG/DELTA MEDIA HOUSE,YESB42439301,UNKNOWN,False,UNKNOWN,100.0,Debit transactions are not classified for incoming reconciliation.
99,2026-10-11,2026-10-12,WDL TFR/IMPS/DR/MEERA CONSULTING,KKBK24078418,658.45,0.0,5110542.78,2026-10-11,0.0,658.45,WDL TFR/IMPS/DR/MEERA CONSULTING,KKBK24078418,IMPS,False,UNKNOWN,100.0,Debit transactions are not classified for incoming reconciliation.
100,2026-10-12,2026-10-12,WDL TFR/IMPS/DR/ORBIT OFFICE SOLUTIONS,INDB80085533,1005.3,0.0,5109537.48,2026-10-12,0.0,1005.3,WDL TFR/IMPS/DR/ORBIT OFFICE SOLUTIONS,INDB80085533,IMPS,False,UNKNOWN,100.0,Debit transactions are not classified for incoming reconciliation.
